booking_id,no_show,branch,booking_month,arrival_month,arrival_day,checkout_month,checkout_day,country,first_time,room,price,platform,num_adults,num_children
61074,1.0,Changi,September,June,24.0,June,26.0,China,Yes,King,SGD$ 809.99,Website,one,0.0
27120,0.0,Changi,May,March,7.0,March,12.0,Australia,Yes,,SGD$ 816.95,Website,1,0.0
74115,1.0,Changi,September,November,23.0,November,24.0,China,Yes,,SGD$ 866.93,Email,1,1.0
61343,1.0,Changi,September,September,18.0,September,20.0,China,Yes,King,,Email,2,0.0
48565,0.0,Orchard,April,November,3.0,November,5.0,Australia,Yes,King,SGD$ 1296.38,Website,2,2.0
59191,1.0,Changi,June,June,28.0,June,29.0,China,Yes,King,USD$ 707.08,Phone,one,0.0
78635,0.0,Changi,June,September,21.0,September,22.0,Malaysia,Yes,King,SGD$ 834.46,Website,2,1.0
13581,0.0,Changi,August,October,9.0,October,11.0,Singapore,Yes,King,USD$ 722.63,Email,2,2.0
99304,0.0,Orchard,September,August,11.0,August,13.0,China,Yes,Single,,Website,1,1.0
3777,0.0,Orchard,June,October,21.0,October,23.0,India,Yes,King,SGD$ 1266.66,Website,2,2.0
78779,1.0,Orchard,April,February,11.0,February,13.0,China,Yes,King,,Email,2,2.0
110117,0.0,Changi,June,December,30.0,January,1.0,Indonesia,Yes,Single,USD$ 390.04,Phone,1,0.0
61496,1.0,Orchard,March,May,12.0,May,14.0,China,Yes,King,SGD$ 1272.3,Phone,1,0.0
51427,0.0,Orchard,April,April,27.0,April,30.0,China,Yes,,SGD$ 1205.97,Website,2,0.0
73857,0.0,Changi,February,May,13.0,May,15.0,Singapore,Yes,King,USD$ 627.08,Agent,1,2.0
37525,1.0,Changi,June,September,4.0,September,5.0,China,Yes,King,USD$ 686.4,Website,1,2.0
102837,0.0,Orchard,April,October,4.0,October,6.0,India,Yes,King,USD$ 887.08,Website,1,1.0
49834,0.0,Orchard,February,March,28.0,March,29.0,Indonesia,Yes,Queen,SGD$ 1065.28,Website,2,1.0
93114,0.0,Orchard,July,July,21.0,July,23.0,China,Yes,,USD$ 956.87,Agent,2,0.0
44299,0.0,Orchard,October,August,16.0,August,18.0,China,Yes,King,SGD$ 1476.09,Website,one,1.0
15193,0.0,Changi,September,May,19.0,May,21.0,Indonesia,Yes,King,,Website,2,2.0
16771,1.0,Changi,July,June,28.0,July,2.0,China,Yes,King,,Website,2,0.0
55232,1.0,Changi,June,October,8.0,October,10.0,China,Yes,King,SGD$ 878.98,Website,2,2.0
107049,0.0,Orchard,February,September,18.0,September,20.0,China,Yes,Queen,,Agent,2,0.0
70952,0.0,Changi,September,October,7.0,October,9.0,Indonesia,Yes,King,,Email,2,1.0
88405,1.0,Orchard,August,April,4.0,April,6.0,Australia,Yes,Single,SGD$ 810.67,Website,1,0.0
115193,0.0,Changi,February,May,29.0,May,30.0,China,Yes,Single,USD$ 397.38,Website,1,1.0
64100,0.0,Changi,February,March,10.0,March,11.0,China,Yes,King,USD$ 603.43,Email,1,0.0
91570,0.0,Orchard,January,October,6.0,October,8.0,Japan,Yes,Single,,Website,1,0.0
74189,0.0,Changi,October,October,25.0,October,27.0,China,Yes,King,SGD$ 908.79,Agent,2,2.0
48765,0.0,Changi,January,February,12.0,February,13.0,China,Yes,King,USD$ 656.07,Email,two,0.0
33579,0.0,Orchard,November,April,30.0,May,2.0,India,Yes,Single,SGD$ 637.5,Phone,1,0.0
25780,1.0,Orchard,December,May,30.0,June,1.0,Australia,Yes,Single,USD$ 542.94,Website,one,1.0
92056,0.0,Changi,April,October,21.0,October,22.0,India,Yes,King,SGD$ 852.85,Email,2,1.0
34964,0.0,Changi,September,May,21.0,May,23.0,India,Yes,King,,Website,2,0.0
15597,1.0,Changi,December,June,17.0,June,19.0,China,Yes,King,USD$ 725.93,Agent,1,0.0
14994,0.0,Changi,May,June,21.0,June,24.0,India,Yes,King,SGD$ 826.72,Agent,2,0.0
39784,1.0,Changi,December,July,27.0,July,28.0,China,Yes,,SGD$ 918.82,Email,1,1.0
20154,0.0,Changi,May,July,27.0,August,4.0,Australia,Yes,King,SGD$ 829.75,Website,2,1.0
20817,0.0,Orchard,February,September,3.0,September,5.0,Indonesia,Yes,Single,,Website,1,0.0
46320,0.0,Orchard,October,May,2.0,May,4.0,India,Yes,King,SGD$ 1211.95,Agent,2,1.0
67015,0.0,Changi,April,April,12.0,April,16.0,India,Yes,King,USD$ 650.75,Email,2,0.0
84504,0.0,Orchard,May,November,4.0,November,5.0,China,Yes,King,SGD$ 1408.52,Website,1,2.0
26254,0.0,Orchard,May,June,2.0,June,3.0,China,Yes,King,,Agent,1,2.0
15694,1.0,Changi,December,May,5.0,May,7.0,China,Yes,King,SGD$ 831.85,Email,2,2.0
114278,0.0,Changi,November,February,12.0,February,-14.0,India,Yes,King,USD$ 682.56,Website,2,1.0
115373,0.0,Changi,May,April,10.0,April,12.0,Japan,Yes,Single,,Website,1,0.0
17575,0.0,Changi,February,June,6.0,June,7.0,Japan,Yes,King,SGD$ 830.37,Website,1,2.0
8075,1.0,Changi,October,September,1.0,September,3.0,China,Yes,,USD$ 636.96,Website,1,0.0
39405,0.0,Orchard,July,April,28.0,April,30.0,India,Yes,,SGD$ 1077.23,Email,1,1.0
116478,0.0,Changi,November,January,28.0,January,-29.0,China,Yes,King,USD$ 609.94,Agent,1,1.0
69180,0.0,Orchard,January,January,9.0,January,10.0,Indonesia,Yes,King,SGD$ 1224.6,Website,2,0.0
69696,1.0,Changi,April,February,14.0,February,15.0,China,Yes,King,,Website,2,1.0
42229,1.0,Changi,July,April,6.0,April,7.0,China,Yes,King,SGD$ 918.22,Website,1,1.0
119165,0.0,Changi,April,May,25.0,May,27.0,India,Yes,King,,Email,one,1.0
27404,0.0,Changi,December,May,13.0,May,15.0,Japan,Yes,,SGD$ 885.94,Agent,1,1.0
95591,1.0,Orchard,November,July,13.0,July,17.0,Indonesia,Yes,King,USD$ 896.48,Email,2,0.0
101637,1.0,Changi,October,June,15.0,June,18.0,China,Yes,King,USD$ 609.27,Phone,1,0.0
17074,1.0,Changi,November,August,29.0,September,6.0,India,Yes,,USD$ 350.01,Website,1,1.0
107566,0.0,Changi,August,April,2.0,April,3.0,India,Yes,King,USD$ 620.87,Email,1,0.0
33462,0.0,Changi,July,April,21.0,April,23.0,India,Yes,King,USD$ 648.64,Website,1,1.0
100835,0.0,Orchard,November,March,19.0,March,21.0,Japan,Yes,,SGD$ 1077.71,Website,1,0.0
33795,0.0,Changi,June,June,26.0,June,28.0,Australia,Yes,King,SGD$ 982.68,Phone,2,1.0
79488,1.0,Changi,June,December,15.0,December,16.0,Indonesia,Yes,King,,Phone,1,2.0
94381,0.0,Orchard,April,April,10.0,April,11.0,Australia,Yes,Single,USD$ 642.64,Website,1,1.0
7424,1.0,Changi,August,March,27.0,March,28.0,Malaysia,Yes,Single,USD$ 302.91,Website,1,0.0
49005,0.0,Orchard,November,April,26.0,April,28.0,Singapore,Yes,Queen,,Email,1,1.0
32876,1.0,Changi,October,November,6.0,November,8.0,Malaysia,Yes,King,SGD$ 899.73,Phone,1,2.0
17796,1.0,Changi,October,April,9.0,April,11.0,China,Yes,King,SGD$ 956.58,Email,1,0.0
26489,0.0,Changi,April,August,1.0,August,2.0,Japan,Yes,Single,SGD$ 480.47,Email,1,1.0
82932,1.0,Changi,March,June,23.0,June,25.0,China,Yes,King,SGD$ 958.77,Phone,2,1.0
54924,0.0,Changi,January,April,14.0,April,15.0,Japan,No,,SGD$ 966.54,Website,2,0.0
116059,0.0,Orchard,March,May,31.0,June,2.0,Australia,Yes,Single,USD$ 605.56,Email,1,1.0
101217,0.0,Changi,September,October,11.0,October,13.0,China,Yes,King,USD$ 690.67,Agent,2,1.0
90329,0.0,Changi,November,February,16.0,February,19.0,Japan,Yes,King,USD$ 692.99,Agent,1,1.0
98664,0.0,Changi,October,April,16.0,April,18.0,Japan,Yes,King,,Agent,1,0.0
68480,0.0,Changi,February,August,12.0,August,14.0,Japan,Yes,King,USD$ 721.55,Email,2,2.0
3510,1.0,Changi,December,February,25.0,February,26.0,China,Yes,King,SGD$ 909.19,Email,one,1.0
20247,1.0,Changi,January,February,28.0,March,2.0,China,Yes,,USD$ 723.93,Website,1,2.0
110968,0.0,Changi,September,October,27.0,October,30.0,Australia,Yes,King,USD$ 611.46,Phone,1,0.0
43489,1.0,Orchard,January,October,22.0,October,24.0,Indonesia,Yes,,SGD$ 1085.82,Website,2,0.0
60166,0.0,Changi,January,January,16.0,January,17.0,China,Yes,King,SGD$ 834.68,Website,1,0.0
63621,0.0,Changi,August,December,1.0,December,-2.0,Japan,Yes,King,SGD$ 913.57,Agent,2,0.0
44495,1.0,Orchard,November,August,13.0,August,15.0,Japan,Yes,,USD$ 1052.13,Email,1,2.0
108568,0.0,Changi,November,July,29.0,July,30.0,India,Yes,King,,Website,1,0.0
8804,1.0,Changi,August,July,29.0,July,-31.0,India,Yes,Single,SGD$ 486.53,Agent,1,1.0
16828,1.0,Changi,May,August,14.0,August,16.0,China,Yes,King,SGD$ 857.93,Website,1,1.0
40664,0.0,Changi,December,December,18.0,December,20.0,India,Yes,King,,Website,2,2.0
89304,0.0,Changi,April,July,22.0,July,23.0,Japan,Yes,King,USD$ 713.17,Email,1,0.0
96562,0.0,Changi,May,June,19.0,June,21.0,India,Yes,King,SGD$ 818.45,Website,2,0.0
58635,1.0,Orchard,October,March,29.0,April,2.0,China,Yes,King,SGD$ 1336.11,Agent,2,0.0
55333,0.0,Orchard,July,November,11.0,November,13.0,Indonesia,Yes,King,,Email,2,0.0
50112,1.0,Orchard,July,October,16.0,October,18.0,China,Yes,,SGD$ 1215.49,Website,1,0.0
70560,1.0,Orchard,June,July,9.0,July,-11.0,China,Yes,President Suite,USD$ 1477.6,Email,two,1.0
113259,1.0,Changi,January,May,23.0,May,-24.0,Indonesia,Yes,,SGD$ 814.3,Email,1,2.0
99925,0.0,Orchard,August,September,11.0,September,25.0,Indonesia,Yes,Single,SGD$ 776.62,Website,1,1.0
39620,0.0,Orchard,January,April,28.0,April,30.0,Japan,Yes,King,SGD$ 1451.26,Email,2,2.0
116062,1.0,Orchard,February,September,17.0,September,20.0,Australia,Yes,King,SGD$ 1452.86,Website,2,0.0
29730,0.0,Changi,July,June,14.0,June,17.0,China,Yes,Single,,Website,1,0.0
70240,0.0,Orchard,August,May,22.0,June,5.0,Japan,Yes,King,SGD$ 1403.6,Website,2,1.0
88599,1.0,Changi,August,March,9.0,March,12.0,Malaysia,Yes,,USD$ 651.41,Website,1,2.0
73190,0.0,Changi,January,January,6.0,January,-7.0,China,Yes,King,USD$ 678.53,Website,1,2.0
85033,1.0,Orchard,June,February,19.0,February,21.0,China,Yes,Single,USD$ 547.01,Agent,1,0.0
111512,1.0,Changi,January,April,7.0,April,9.0,Indonesia,Yes,Queen,SGD$ 650.53,Website,2,0.0
62053,0.0,Orchard,October,May,14.0,May,15.0,Japan,Yes,King,SGD$ 1328.09,Email,2,1.0
21225,0.0,Changi,December,November,13.0,November,15.0,Indonesia,Yes,King,,Website,one,1.0
41079,0.0,Orchard,June,April,1.0,April,3.0,Australia,Yes,Queen,SGD$ 983.8,Email,1,1.0
26135,0.0,Changi,November,October,2.0,October,-4.0,Japan,Yes,King,SGD$ 881.31,Website,1,2.0
46898,0.0,Changi,January,January,24.0,January,-26.0,Malaysia,Yes,King,SGD$ 888.36,Agent,2,2.0
69056,0.0,Orchard,September,July,28.0,July,29.0,Australia,Yes,Single,SGD$ 881.0,Email,1,1.0
31686,0.0,Changi,May,June,16.0,June,18.0,Malaysia,Yes,King,USD$ 635.35,Agent,2,0.0
104265,0.0,Changi,May,August,14.0,August,16.0,Japan,Yes,King,,Website,2,2.0
36579,0.0,Changi,January,January,2.0,January,3.0,China,Yes,King,,Website,one,2.0
39873,0.0,Changi,June,June,18.0,June,19.0,Singapore,Yes,Single,SGD$ 494.28,Email,1,0.0
99774,0.0,Changi,August,August,5.0,August,8.0,Indonesia,Yes,King,,Email,1,2.0
56118,0.0,Changi,April,May,27.0,May,29.0,India,Yes,Single,USD$ 360.42,Website,1,1.0
54192,0.0,Changi,April,September,19.0,September,21.0,Australia,Yes,Single,,Email,1,0.0
76030,0.0,Orchard,February,March,31.0,April,3.0,China,Yes,King,SGD$ 1401.14,Email,1,2.0
24410,0.0,Changi,July,August,19.0,August,-20.0,Indonesia,Yes,King,,Website,2,2.0
105622,0.0,Orchard,January,January,4.0,January,5.0,China,No,King,,Agent,2,2.0
27143,0.0,Changi,October,July,15.0,July,16.0,Indonesia,Yes,Queen,USD$ 462.62,Email,1,1.0
26419,1.0,Changi,July,October,10.0,October,11.0,India,Yes,Single,SGD$ 471.63,Agent,1,1.0
111414,0.0,Changi,January,May,26.0,May,29.0,China,Yes,King,,Phone,1,2.0
18718,1.0,Changi,October,May,13.0,May,14.0,Indonesia,Yes,Queen,SGD$ 783.32,Email,1,1.0
12842,1.0,Changi,September,November,5.0,November,7.0,India,Yes,Single,,Email,1,1.0
7701,0.0,Changi,August,November,22.0,November,23.0,China,Yes,King,,Email,one,0.0
30133,1.0,Changi,July,October,14.0,October,16.0,India,Yes,,SGD$ 876.27,Agent,2,2.0
80255,0.0,Changi,May,October,7.0,October,-8.0,Indonesia,Yes,,SGD$ 828.96,Email,2,0.0
33892,1.0,Changi,October,June,12.0,June,13.0,China,Yes,King,SGD$ 926.94,Agent,2,2.0
34280,0.0,Changi,October,January,9.0,January,11.0,Australia,Yes,King,SGD$ 872.58,Email,1,0.0
27767,0.0,Orchard,March,April,23.0,April,25.0,India,Yes,,USD$ 464.35,Website,1,0.0
22628,0.0,Changi,December,August,25.0,August,27.0,India,Yes,Queen,USD$ 486.83,Website,1,1.0
90653,0.0,Changi,December,October,29.0,November,1.0,Australia,Yes,King,USD$ 672.91,Email,2,0.0
110425,1.0,Changi,January,June,23.0,June,24.0,China,Yes,King,USD$ 662.02,Agent,1,2.0
63136,0.0,Orchard,November,January,13.0,January,14.0,Indonesia,Yes,King,SGD$ 1305.74,Website,1,0.0
58319,0.0,Changi,December,March,18.0,March,20.0,India,Yes,,SGD$ 866.04,Website,1,2.0
115574,0.0,Changi,November,September,7.0,September,8.0,Indonesia,Yes,Queen,SGD$ 687.64,Website,2,1.0
69948,1.0,Orchard,November,August,15.0,August,17.0,China,Yes,King,USD$ 1091.23,Email,1,2.0
12855,0.0,Changi,March,October,19.0,October,21.0,India,Yes,King,SGD$ 832.82,Email,2,2.0
97592,0.0,Changi,January,April,5.0,April,9.0,Japan,Yes,King,,Agent,1,2.0
35820,1.0,Changi,June,April,28.0,May,1.0,China,Yes,King,,Website,2,2.0
108178,1.0,Changi,July,March,22.0,March,24.0,China,Yes,King,SGD$ 858.23,Email,1,1.0
85534,1.0,Orchard,August,May,15.0,May,16.0,China,Yes,King,,Agent,1,1.0
919,0.0,Changi,April,January,25.0,January,26.0,Indonesia,Yes,King,USD$ 645.71,Agent,1,0.0
96291,0.0,Changi,October,September,23.0,September,25.0,China,Yes,King,USD$ 667.87,Website,one,2.0
90616,1.0,Changi,December,July,21.0,July,23.0,China,Yes,King,USD$ 649.89,Email,1,1.0
82622,1.0,Changi,February,May,18.0,May,19.0,Indonesia,Yes,King,,Phone,2,0.0
58301,0.0,Orchard,April,November,21.0,November,22.0,China,No,,SGD$ 1403.64,Email,1,1.0
108407,1.0,Changi,September,July,30.0,August,1.0,China,No,King,SGD$ 982.09,Agent,2,0.0
46218,1.0,Changi,April,October,3.0,October,4.0,Japan,Yes,,USD$ 351.97,Website,1,1.0
113617,1.0,Orchard,April,February,7.0,February,9.0,China,No,King,SGD$ 1251.25,Website,2,2.0
52027,0.0,Changi,February,November,22.0,November,-23.0,Indonesia,Yes,King,,Email,2,2.0
15945,1.0,Orchard,June,August,19.0,August,21.0,China,Yes,King,SGD$ 1346.09,Website,1,1.0
11751,0.0,Orchard,May,August,17.0,August,25.0,China,Yes,Queen,USD$ 768.52,Email,1,0.0
104954,0.0,Orchard,February,February,4.0,February,5.0,Indonesia,No,King,SGD$ 1439.94,Email,1,1.0
76321,1.0,Changi,June,September,30.0,October,1.0,China,Yes,King,SGD$ 999.88,Website,1,1.0
9275,1.0,Changi,October,May,13.0,May,14.0,India,Yes,Single,,Website,1,1.0
60617,1.0,Orchard,July,August,24.0,August,25.0,China,Yes,Single,USD$ 574.24,Email,1,1.0
43060,0.0,Orchard,March,May,2.0,May,3.0,Australia,Yes,,SGD$ 753.45,Agent,1,1.0
35119,0.0,Orchard,May,May,22.0,May,24.0,Australia,Yes,Single,USD$ 593.93,Phone,1,0.0
105212,0.0,Changi,February,October,9.0,October,11.0,China,Yes,Single,,Website,1,1.0
55345,0.0,Changi,January,December,30.0,January,1.0,Indonesia,Yes,,USD$ 380.99,Website,1,1.0
10032,1.0,Changi,September,May,18.0,May,21.0,Indonesia,Yes,,SGD$ 610.9,Website,two,0.0
105506,1.0,Changi,February,December,29.0,December,31.0,China,Yes,King,USD$ 609.21,Website,1,1.0
98294,0.0,Changi,December,June,13.0,June,14.0,China,Yes,,USD$ 312.81,Agent,one,1.0
49287,0.0,Orchard,December,January,31.0,February,1.0,China,Yes,King,USD$ 1013.17,Website,1,2.0
51492,1.0,Changi,November,June,17.0,June,18.0,China,Yes,,USD$ 711.81,Email,two,0.0
22651,1.0,Changi,August,June,26.0,June,27.0,Indonesia,Yes,King,USD$ 620.1,Agent,2,2.0
43217,0.0,Changi,July,April,29.0,May,1.0,China,Yes,King,SGD$ 915.59,Email,2,1.0
50794,0.0,Changi,May,August,13.0,August,14.0,India,Yes,King,SGD$ 936.97,Website,1,1.0
9384,1.0,Orchard,May,April,13.0,April,15.0,Singapore,Yes,Queen,SGD$ 1025.78,Website,2,1.0
9309,0.0,Changi,May,May,9.0,May,10.0,Malaysia,Yes,King,USD$ 714.83,Agent,2,1.0
105655,0.0,Orchard,September,March,17.0,March,18.0,Indonesia,Yes,,SGD$ 1200.13,Website,2,1.0
117788,0.0,Changi,February,December,28.0,December,29.0,India,Yes,Single,SGD$ 590.9,Phone,1,1.0
49621,1.0,Orchard,June,November,20.0,November,22.0,Australia,Yes,,USD$ 674.34,Website,1,0.0
52047,1.0,Changi,November,October,5.0,October,6.0,China,Yes,,SGD$ 952.59,Website,1,2.0
59276,0.0,Orchard,October,December,11.0,December,-13.0,China,Yes,King,USD$ 892.67,Phone,2,2.0
53094,1.0,Orchard,March,September,15.0,September,16.0,China,Yes,King,USD$ 978.74,Website,2,0.0
89336,1.0,Changi,January,April,15.0,April,17.0,China,Yes,King,SGD$ 979.5,Agent,1,1.0
94837,0.0,Orchard,June,December,30.0,January,1.0,China,Yes,Single,,Phone,1,1.0
108530,1.0,Changi,October,April,28.0,April,29.0,India,Yes,Single,,Email,one,0.0
21223,0.0,Orchard,June,June,16.0,June,18.0,India,Yes,Single,USD$ 645.42,Email,1,1.0
37118,0.0,Changi,June,May,5.0,May,6.0,India,Yes,King,SGD$ 896.65,Website,two,2.0
108501,0.0,Changi,January,December,30.0,January,1.0,Japan,Yes,Single,USD$ 359.61,Website,1,0.0
3874,0.0,Changi,July,April,22.0,April,-23.0,Australia,Yes,Single,USD$ 313.02,Website,1,0.0
109925,0.0,Orchard,June,November,4.0,November,6.0,Australia,Yes,King,SGD$ 1439.26,Website,1,2.0
94490,1.0,Orchard,June,April,14.0,April,16.0,Australia,Yes,King,USD$ 903.24,Email,2,1.0
82189,1.0,Changi,October,August,16.0,August,20.0,Malaysia,Yes,King,USD$ 595.29,Email,1,0.0
21936,0.0,Changi,December,June,5.0,June,6.0,Singapore,Yes,Single,USD$ 341.11,Website,1,0.0
54026,1.0,Changi,October,April,14.0,April,17.0,China,Yes,King,,Email,2,2.0
22538,0.0,Orchard,February,November,27.0,November,29.0,China,Yes,King,SGD$ 1334.84,Email,1,2.0
37478,0.0,Changi,June,July,27.0,July,28.0,China,Yes,King,SGD$ 896.95,Email,1,0.0
77754,1.0,Changi,June,July,15.0,July,16.0,Indonesia,Yes,King,USD$ 671.53,Website,1,1.0
63344,0.0,Changi,December,October,26.0,October,27.0,India,Yes,King,USD$ 591.81,Website,1,0.0
117917,0.0,Orchard,September,February,18.0,February,19.0,China,Yes,King,USD$ 912.54,Website,1,2.0
118053,0.0,Changi,September,July,23.0,July,25.0,Indonesia,Yes,Queen,SGD$ 706.5,Website,1,0.0
65494,1.0,Changi,September,January,20.0,January,22.0,Indonesia,Yes,King,USD$ 683.92,Email,2,2.0
56604,1.0,Changi,June,September,11.0,September,13.0,India,Yes,King,,Phone,2,0.0
100740,1.0,Orchard,March,August,18.0,August,20.0,China,Yes,Single,SGD$ 602.99,Phone,1,0.0
24294,0.0,Changi,December,August,7.0,August,9.0,India,Yes,King,SGD$ 833.97,Website,2,1.0
50797,1.0,Orchard,April,April,28.0,April,29.0,China,Yes,King,,Website,2,0.0
37338,0.0,Orchard,February,May,6.0,May,8.0,China,Yes,Queen,USD$ 695.92,Website,1,1.0
7859,1.0,Changi,August,August,26.0,August,28.0,Japan,Yes,Single,SGD$ 565.86,Email,1,0.0
75172,0.0,Changi,February,July,10.0,July,11.0,Indonesia,Yes,Queen,USD$ 492.79,Phone,one,0.0
75390,0.0,Changi,October,February,12.0,February,14.0,Australia,Yes,King,,Website,2,2.0
29280,1.0,Orchard,October,December,17.0,December,25.0,Indonesia,Yes,King,SGD$ 1314.21,Email,1,0.0
63482,0.0,Changi,May,November,7.0,November,10.0,China,Yes,King,,Email,2,1.0
40938,1.0,Changi,January,September,10.0,September,12.0,China,Yes,King,USD$ 657.49,Website,two,1.0
4540,0.0,Orchard,December,May,14.0,May,16.0,Australia,Yes,King,USD$ 1090.09,Website,1,0.0
5091,1.0,Changi,February,August,28.0,August,29.0,Indonesia,Yes,,USD$ 612.65,Agent,2,0.0
11522,0.0,Changi,February,March,23.0,March,24.0,India,Yes,Queen,,Email,2,0.0
59040,0.0,Changi,March,August,28.0,August,30.0,India,Yes,,SGD$ 584.89,Phone,1,1.0
62395,0.0,Orchard,October,November,17.0,November,19.0,Japan,Yes,Queen,,Website,2,0.0
20404,1.0,Changi,August,September,8.0,September,11.0,China,Yes,,USD$ 664.72,Website,1,1.0
109499,1.0,Changi,July,July,18.0,July,20.0,China,Yes,King,USD$ 619.24,Email,2,2.0
85604,0.0,Changi,November,February,3.0,February,4.0,China,Yes,King,,Website,1,0.0
80636,1.0,Changi,August,May,12.0,May,-14.0,China,Yes,,USD$ 622.11,Agent,1,0.0
102011,0.0,Changi,September,November,24.0,November,25.0,China,No,King,USD$ 645.66,Website,1,2.0
70803,1.0,Changi,February,September,23.0,September,24.0,Japan,Yes,,SGD$ 897.68,Website,1,1.0
58806,0.0,Changi,December,May,7.0,May,8.0,Indonesia,Yes,,SGD$ 925.77,Website,1,1.0
11633,1.0,Changi,September,July,9.0,July,11.0,China,Yes,,USD$ 707.64,Website,2,0.0
15217,0.0,Changi,November,August,28.0,August,30.0,Japan,Yes,King,USD$ 653.66,Website,1,2.0
2308,0.0,Changi,January,March,29.0,March,31.0,India,Yes,King,,Website,1,2.0
5822,1.0,Changi,September,August,13.0,August,-15.0,India,Yes,King,USD$ 677.33,Email,2,2.0
44384,0.0,Changi,March,November,18.0,November,21.0,China,Yes,King,,Agent,2,0.0
49695,0.0,Changi,January,January,14.0,January,15.0,China,Yes,,SGD$ 955.15,Website,2,0.0
10805,1.0,Orchard,April,June,25.0,June,26.0,China,Yes,King,USD$ 881.07,Email,2,0.0
51292,0.0,Changi,January,February,11.0,February,12.0,India,Yes,King,,Website,2,2.0
21923,1.0,Changi,December,June,19.0,June,20.0,China,Yes,King,USD$ 617.28,Email,two,2.0
79192,1.0,Changi,October,July,7.0,July,-22.0,China,Yes,King,USD$ 617.73,Phone,1,1.0
1206,0.0,Changi,February,February,6.0,February,7.0,India,Yes,,SGD$ 932.14,Agent,1,2.0
5707,0.0,Changi,May,May,23.0,May,24.0,Australia,Yes,King,,Agent,one,1.0
45910,1.0,Changi,January,July,22.0,July,24.0,India,Yes,,USD$ 653.89,Email,1,1.0
13572,0.0,Changi,July,October,31.0,November,1.0,Indonesia,Yes,King,USD$ 616.05,Website,1,0.0
92476,1.0,Changi,November,FebruaRy,25.0,February,27.0,Malaysia,Yes,Queen,USD$ 479.4,Agent,1,0.0
28684,0.0,Orchard,February,May,21.0,May,22.0,China,Yes,King,USD$ 1040.4,Website,1,0.0
1791,0.0,Changi,May,December,29.0,January,2.0,Indonesia,Yes,,USD$ 649.2,Phone,2,2.0
44328,1.0,Changi,March,July,6.0,July,8.0,China,No,,USD$ 472.14,Website,two,0.0
27908,0.0,Changi,December,August,18.0,August,20.0,Japan,Yes,King,USD$ 705.27,Website,2,2.0
31677,1.0,Changi,June,May,4.0,May,7.0,China,Yes,,USD$ 698.95,Website,2,2.0
113021,0.0,Orchard,November,December,16.0,December,18.0,Indonesia,Yes,Queen,SGD$ 1136.99,Phone,2,1.0
77361,0.0,Changi,March,December,17.0,December,19.0,China,Yes,King,USD$ 649.8,Website,1,1.0
96769,1.0,Changi,July,June,14.0,June,17.0,China,Yes,King,SGD$ 823.62,Phone,1,1.0
17647,0.0,Changi,June,July,26.0,July,27.0,China,Yes,Queen,SGD$ 698.49,Website,1,0.0
81972,0.0,Changi,September,April,6.0,April,9.0,India,Yes,Single,,Email,1,1.0
108314,1.0,Changi,April,May,4.0,May,6.0,China,No,Queen,USD$ 453.54,Email,1,0.0
15620,0.0,Changi,June,JulY,30.0,July,31.0,Japan,Yes,King,SGD$ 877.68,Website,2,1.0
96315,0.0,Orchard,October,November,24.0,November,25.0,China,Yes,King,USD$ 1083.91,Website,one,2.0
78202,0.0,Changi,February,March,19.0,March,20.0,Indonesia,Yes,King,,Website,2,1.0
5636,0.0,Changi,August,September,14.0,September,17.0,China,No,,SGD$ 938.02,Website,1,2.0
101774,0.0,Changi,August,August,6.0,August,7.0,India,Yes,King,SGD$ 835.14,Email,2,0.0
32060,0.0,Changi,June,April,9.0,April,10.0,China,Yes,King,USD$ 608.4,Website,1,0.0
32090,0.0,Orchard,February,December,12.0,December,13.0,Indonesia,Yes,,SGD$ 1304.32,Phone,1,2.0
114990,0.0,Changi,February,July,18.0,July,19.0,China,Yes,King,SGD$ 890.84,Agent,2,2.0
14845,0.0,Changi,November,March,28.0,April,1.0,India,Yes,King,USD$ 711.03,Email,1,2.0
71706,0.0,Orchard,August,March,2.0,March,3.0,Japan,Yes,Single,USD$ 506.95,Agent,1,1.0
55725,0.0,Changi,February,March,1.0,March,3.0,China,No,Queen,USD$ 552.63,Website,1,0.0
16941,0.0,Changi,October,July,27.0,July,30.0,Indonesia,Yes,King,USD$ 660.8,Agent,1,0.0
78797,1.0,Orchard,December,June,20.0,June,25.0,China,Yes,,SGD$ 1495.83,Email,one,2.0
7350,1.0,Orchard,June,September,30.0,October,1.0,China,Yes,King,SGD$ 1385.5,Website,2,2.0
28936,1.0,Changi,September,November,7.0,November,8.0,China,Yes,King,USD$ 612.0,Email,1,0.0
93194,0.0,Changi,June,July,17.0,July,18.0,India,Yes,King,USD$ 696.81,Website,2,2.0
69335,0.0,Orchard,April,September,3.0,September,5.0,India,Yes,Queen,SGD$ 966.26,Phone,two,1.0
95080,0.0,Changi,June,March,2.0,March,3.0,China,Yes,King,,Email,1,0.0
50106,0.0,Changi,November,January,15.0,January,17.0,China,No,King,,Website,2,2.0
98193,0.0,Changi,January,May,24.0,May,26.0,Japan,Yes,King,USD$ 685.95,Email,1,1.0
17333,1.0,Changi,June,July,9.0,July,11.0,China,Yes,King,SGD$ 874.62,Website,1,2.0
74191,0.0,Orchard,January,March,5.0,March,7.0,Indonesia,Yes,King,SGD$ 1207.47,Website,1,1.0
