booking_id,no_show,branch,booking_month,arrival_month,arrival_day,checkout_month,checkout_day,country,first_time,room,price,platform,num_adults,num_children
79157,0,Changi,October,July,17.0,July,19.0,China,Yes,King,703.71,Email,1,2
37204,0,Changi,September,October,19.0,October,20.0,Singapore,Yes,King,684.13,Email,2,0
79342,1,Changi,May,September,27.0,September,30.0,China,Yes,King,602.89,Website,1,2
3576,0,Changi,July,September,18.0,September,20.0,China,Yes,King,878.54,Email,1,0
47412,1,Changi,June,August,11.0,August,13.0,China,Yes,King,614.05,Agent,2,2
74267,1,Orchard,June,May,17.0,May,19.0,China,Yes,King,982.71,Website,2,2
106009,0,Changi,November,February,18.0,February,21.0,China,Yes,King,984.05,Email,1,0
25386,1,Changi,November,July,22.0,July,24.0,China,Yes,King,648.93,Email,2,1
48215,1,Changi,April,February,13.0,February,14.0,Australia,Yes,King,607.82,Website,1,1
72433,1,Changi,January,August,28.0,August,29.0,Australia,Yes,Unknown,909.36,Email,1,1
6749,0,Changi,June,June,16.0,June,17.0,China,Yes,King,,Website,1,0
93708,0,Changi,July,May,22.0,May,24.0,Japan,Yes,Unknown,836.86,Agent,2,0
113336,0,Changi,June,May,11.0,May,14.0,Indonesia,Yes,King,920.43,Agent,2,2
16097,0,Changi,June,March,7.0,March,9.0,Indonesia,Yes,Single,495.2,Agent,1,0
74830,1,Changi,January,December,9.0,December,10.0,China,No,Unknown,693.56,Website,1,1
37932,0,Changi,August,April,28.0,April,30.0,India,Yes,King,939.35,Agent,1,2
105855,1,Changi,July,January,3.0,January,5.0,India,Yes,King,811.03,Email,2,0
15410,0,Changi,August,August,6.0,August,7.0,Indonesia,Yes,Unknown,709.39,Website,1,1
88752,1,Changi,March,March,30.0,April,2.0,China,Yes,Single,392.49,Website,1,1
117009,1,Changi,June,April,7.0,April,9.0,China,Yes,King,951.53,Website,1,0
112470,0,Changi,April,January,30.0,January,31.0,India,No,King,679.16,Agent,1,2
973,0,Orchard,September,March,23.0,March,24.0,China,Yes,King,1476.03,Email,1,1
74546,0,Orchard,March,July,15.0,July,17.0,China,Yes,Queen,1056.43,Website,2,1
1142,0,Changi,August,September,22.0,September,23.0,Indonesia,Yes,Unknown,591.72,Website,1,2
40792,0,Changi,January,October,21.0,October,22.0,India,Yes,King,,Agent,2,0
81799,1,Changi,September,July,29.0,August,12.0,China,Yes,Unknown,954.36,Website,2,2
58444,1,Changi,November,January,14.0,January,15.0,China,Yes,Single,420.27,Email,1,0
80801,1,Changi,April,July,7.0,July,8.0,Singapore,Yes,Queen,790.13,Email,1,1
102775,1,Orchard,July,August,9.0,August,13.0,China,Yes,Single,764.22,Phone,1,0
39409,0,Changi,November,October,28.0,October,30.0,India,Yes,Single,501.23,Email,1,1
106671,0,Orchard,August,May,22.0,May,24.0,Singapore,Yes,Single,535.75,Email,1,0
86639,0,Orchard,December,September,18.0,September,19.0,Australia,Yes,Unknown,852.79,Email,2,0
36921,0,Changi,July,December,21.0,December,22.0,India,Yes,King,629.96,Agent,1,0
71559,0,Orchard,November,August,6.0,August,8.0,Australia,Yes,Single,495.38,Email,1,1
101441,1,Changi,August,October,18.0,October,20.0,China,Yes,King,,Phone,1,0
77479,0,Changi,July,November,3.0,November,4.0,India,Yes,King,702.65,Email,1,1
14885,0,Changi,August,March,26.0,March,28.0,Indonesia,Yes,Single,,Email,1,0
15634,0,Orchard,April,May,8.0,May,10.0,India,Yes,Unknown,903.52,Phone,2,0
85015,0,Changi,February,August,22.0,August,24.0,Japan,Yes,King,651.31,Website,2,2
31344,0,Changi,June,September,21.0,September,22.0,Malaysia,Yes,King,982.72,Email,2,1
68853,0,Changi,October,June,27.0,June,28.0,Indonesia,Yes,King,,Website,1,0
24184,0,Orchard,August,October,29.0,October,31.0,China,Yes,King,917.79,Website,2,0
79619,1,Changi,July,February,12.0,February,14.0,China,Yes,King,616.66,Phone,2,1
115352,0,Orchard,May,August,26.0,August,28.0,Indonesia,Yes,King,907.86,Email,1,2
10833,1,Orchard,January,April,26.0,April,29.0,Indonesia,Yes,Single,470.3,Agent,1,1
50780,1,Orchard,September,July,9.0,July,11.0,Australia,Yes,Single,736.12,Email,1,1
59452,1,Changi,April,October,16.0,October,18.0,China,Yes,King,992.51,Agent,1,2
90387,0,Changi,May,October,16.0,October,17.0,Indonesia,Yes,King,860.26,Website,2,2
37340,1,Changi,February,July,6.0,July,8.0,China,Yes,King,,Website,2,1
104013,1,Changi,August,January,21.0,January,23.0,Indonesia,Yes,King,928.51,Website,2,1
104011,1,Orchard,July,August,11.0,August,13.0,China,Yes,King,1351.39,Phone,1,2
11365,0,Changi,October,October,22.0,October,23.0,Japan,Yes,Unknown,639.74,Email,1,2
76848,1,Orchard,November,August,11.0,August,16.0,China,Yes,Single,849.0,Website,1,0
3192,0,Orchard,October,July,21.0,July,23.0,Australia,Yes,Queen,819.59,Email,1,1
32501,1,Changi,December,August,10.0,August,12.0,China,Yes,King,,Website,1,2
31792,0,Changi,October,October,4.0,October,5.0,India,Yes,King,705.9,Website,1,1
34462,1,Changi,June,September,26.0,September,27.0,Indonesia,Yes,King,,Email,1,2
77951,1,Changi,January,July,5.0,July,7.0,Malaysia,Yes,King,,Agent,1,1
53665,0,Changi,August,April,28.0,April,30.0,India,Yes,King,819.04,Website,1,1
65814,0,Orchard,March,March,5.0,March,7.0,Japan,Yes,King,,Website,1,2
18385,0,Changi,November,October,7.0,October,9.0,Australia,Yes,Single,482.2,Phone,1,1
229,0,Changi,April,July,9.0,July,11.0,India,Yes,King,943.11,Email,1,0
27610,0,Orchard,September,September,15.0,September,18.0,Australia,Yes,King,1395.7,Email,1,1
44293,1,Changi,May,October,29.0,October,31.0,China,Yes,King,655.15,Phone,2,2
10900,0,Orchard,November,April,19.0,April,21.0,India,Yes,King,1054.78,Website,1,2
78003,1,Changi,January,May,27.0,May,29.0,Australia,Yes,Single,402.01,Website,1,0
75754,0,Orchard,September,August,31.0,September,8.0,Australia,Yes,Single,,Phone,1,1
18823,0,Orchard,December,July,25.0,August,8.0,Indonesia,Yes,King,1261.73,Agent,2,2
45304,1,Changi,August,July,5.0,July,9.0,Australia,Yes,King,,Email,1,2
67744,1,Changi,August,February,3.0,February,4.0,India,Yes,Unknown,615.23,Email,1,1
7323,1,Changi,December,January,22.0,January,23.0,China,Yes,King,945.39,Website,2,0
45686,0,Changi,August,November,1.0,November,3.0,Indonesia,Yes,King,,Website,1,1
73433,0,Changi,June,January,9.0,January,10.0,Singapore,Yes,King,976.35,Agent,2,2
118458,0,Changi,August,January,18.0,January,19.0,India,Yes,King,602.51,Website,1,1
88875,1,Changi,March,June,9.0,June,10.0,China,Yes,Unknown,932.87,Agent,2,2
118689,0,Changi,December,June,16.0,June,18.0,India,Yes,King,,Email,2,1
84607,0,Orchard,February,February,17.0,February,19.0,Indonesia,Yes,Unknown,759.51,Website,1,1
47539,0,Changi,May,February,8.0,February,9.0,Indonesia,Yes,Unknown,666.36,Phone,2,2
48238,0,Changi,June,April,23.0,April,25.0,Japan,Yes,King,827.59,Email,1,0
98880,0,Changi,June,March,20.0,March,21.0,China,Yes,King,994.18,Agent,1,1
102182,0,Changi,September,April,6.0,April,7.0,China,Yes,Unknown,943.78,Website,1,2
30313,1,Changi,December,January,13.0,January,14.0,India,Yes,King,,Website,2,1
62184,0,Orchard,March,March,25.0,March,27.0,Indonesia,Yes,Single,584.95,Email,1,0
4547,1,Changi,December,January,4.0,January,8.0,China,Yes,Unknown,864.35,Website,1,0
14759,0,Orchard,January,November,11.0,November,12.0,China,No,King,1222.71,Agent,2,2
46321,1,Orchard,July,April,15.0,April,17.0,Australia,Yes,Single,760.06,Website,1,1
84171,0,Changi,April,March,5.0,March,7.0,Malaysia,Yes,Single,525.67,Phone,1,1
9190,0,Orchard,February,August,2.0,August,4.0,Malaysia,Yes,Queen,763.81,Website,2,1
16473,0,Orchard,July,June,11.0,June,13.0,Indonesia,Yes,King,,Website,2,0
43538,0,Orchard,December,December,5.0,December,6.0,China,Yes,Single,,Website,1,1
116148,0,Orchard,May,June,26.0,June,27.0,Indonesia,Yes,Queen,1151.68,Phone,1,0
84264,1,Changi,September,June,4.0,June,6.0,India,Yes,King,626.79,Website,1,2
52290,0,Orchard,November,November,7.0,November,9.0,Indonesia,Yes,Unknown,1223.13,Agent,1,1
48468,0,Changi,June,December,28.0,December,30.0,Singapore,Yes,Queen,796.81,Agent,2,1
80385,0,Orchard,August,December,20.0,December,21.0,China,No,Unknown,1274.09,Email,1,2
104776,1,Changi,March,June,23.0,June,25.0,China,Yes,King,907.74,Website,1,1
48102,0,Orchard,June,July,24.0,July,25.0,China,Yes,King,1319.38,Website,1,2
13916,0,Orchard,December,December,16.0,December,18.0,China,Yes,King,958.05,Website,2,0
95092,1,Changi,October,May,13.0,May,14.0,India,Yes,Single,414.21,Website,1,1
111591,0,Orchard,April,April,17.0,April,18.0,China,Yes,Queen,1125.23,Email,2,0
80465,0,Changi,November,July,18.0,July,19.0,India,Yes,Unknown,598.24,Email,2,2
10705,0,Changi,January,September,19.0,September,20.0,Indonesia,Yes,King,984.38,Website,2,1
92815,1,Changi,January,July,16.0,July,17.0,Japan,Yes,Single,,Website,1,1
36140,0,Changi,April,August,14.0,August,16.0,India,Yes,King,,Phone,1,0
88503,0,Changi,September,April,6.0,April,7.0,China,Yes,King,882.25,Agent,2,1
104244,1,Changi,January,October,16.0,October,17.0,China,Yes,King,,Agent,2,1
13682,0,Orchard,July,July,19.0,July,20.0,Indonesia,Yes,King,1352.24,Phone,2,1
73804,1,Changi,September,November,7.0,November,8.0,China,Yes,King,664.94,Website,1,0
14629,0,Orchard,August,October,11.0,October,12.0,Indonesia,Yes,Unknown,1420.33,Email,2,0
9766,0,Orchard,July,March,26.0,March,28.0,Australia,Yes,Queen,1150.06,Agent,2,1
57253,0,Orchard,January,December,5.0,December,7.0,Indonesia,Yes,King,902.73,Agent,2,1
73258,0,Changi,August,August,19.0,August,20.0,India,Yes,King,,Website,2,0
80149,0,Changi,October,May,13.0,May,14.0,China,Yes,King,,Website,1,1
14892,0,Changi,May,March,10.0,March,11.0,Malaysia,Yes,King,,Website,2,0
53988,0,Changi,January,January,12.0,January,13.0,China,Yes,King,,Website,2,1
53632,0,Changi,July,August,19.0,August,21.0,India,Yes,King,995.2,Email,2,1
100162,0,Orchard,November,April,29.0,May,1.0,Japan,Yes,King,,Agent,1,2
70156,0,Orchard,February,April,14.0,April,15.0,China,Yes,King,1256.01,Website,2,2
47310,0,Changi,September,March,23.0,March,26.0,Indonesia,Yes,King,593.87,Website,1,1
92230,1,Changi,June,December,16.0,December,18.0,China,Yes,King,932.53,Agent,1,0
69353,1,Orchard,December,April,29.0,May,1.0,China,Yes,Single,512.9,Email,1,0
59273,0,Changi,May,May,5.0,May,8.0,India,Yes,King,916.66,Email,2,0
67963,0,Changi,July,June,12.0,June,14.0,India,Yes,King,656.78,Website,1,0
73541,0,Changi,November,July,24.0,July,26.0,Australia,Yes,Queen,464.48,Email,1,1
90775,1,Changi,March,September,3.0,September,5.0,Malaysia,Yes,Unknown,849.97,Agent,2,0
114813,0,Orchard,March,October,12.0,October,14.0,Australia,Yes,Single,449.56,Website,1,0
48782,1,Changi,July,May,13.0,May,14.0,India,Yes,King,,Website,2,1
88296,1,Changi,September,June,7.0,June,10.0,China,Yes,King,651.47,Email,1,2
51747,1,Changi,October,December,29.0,January,1.0,China,Yes,Unknown,684.38,Website,1,1
66596,0,Changi,August,May,19.0,May,22.0,India,Yes,King,934.54,Email,2,0
36937,0,Orchard,December,October,3.0,October,5.0,Japan,Yes,King,1372.38,Phone,1,2
86497,0,Changi,August,March,3.0,March,4.0,India,Yes,King,988.2,Website,1,1
62456,0,Changi,December,July,3.0,July,4.0,India,Yes,Single,333.78,Phone,1,0
54514,1,Changi,October,December,4.0,December,6.0,China,Yes,King,693.07,Agent,2,1
27715,0,Orchard,July,May,21.0,May,23.0,Indonesia,Yes,Unknown,757.4,Website,1,0
64141,0,Changi,February,June,20.0,June,21.0,Singapore,Yes,Unknown,355.21,Website,1,1
33150,0,Changi,August,December,14.0,December,15.0,Indonesia,Yes,Unknown,636.49,Agent,1,2
66584,0,Orchard,March,March,17.0,March,19.0,India,Yes,King,,Email,1,0
115046,0,Changi,February,January,28.0,January,29.0,China,Yes,King,,Agent,2,0
112196,0,Changi,September,January,16.0,January,17.0,Indonesia,Yes,King,966.84,Website,1,0
29699,0,Orchard,November,January,12.0,January,13.0,Indonesia,Yes,Unknown,991.39,Email,1,1
87066,1,Changi,November,October,28.0,October,30.0,Japan,Yes,King,598.57,Email,2,0
86973,0,Changi,June,May,17.0,May,20.0,Australia,Yes,King,590.06,Agent,2,1
57474,0,Changi,June,December,8.0,December,10.0,China,No,King,976.64,Website,2,1
18661,0,Orchard,January,December,2.0,December,4.0,China,Yes,King,1426.1,Email,2,1
48708,1,Changi,March,May,24.0,May,26.0,China,Yes,King,630.46,Website,1,0
90098,0,Orchard,February,May,5.0,May,8.0,China,Yes,King,,Website,2,2
44664,0,Orchard,July,June,7.0,June,21.0,India,Yes,Unknown,519.37,Email,1,1
113591,0,Changi,February,March,28.0,March,29.0,China,Yes,Queen,,Phone,2,1
64750,1,Changi,April,December,15.0,December,17.0,China,Yes,King,,Email,2,2
88255,0,Changi,June,March,5.0,March,7.0,Japan,Yes,King,931.26,Website,2,1
109913,1,Orchard,December,March,24.0,March,25.0,China,Yes,Single,589.48,Phone,1,0
46072,0,Changi,February,April,27.0,April,28.0,Indonesia,Yes,Single,370.26,Website,1,0
68203,0,Changi,January,January,9.0,January,10.0,China,Yes,Unknown,624.13,Phone,2,0
93745,0,Orchard,April,July,11.0,July,13.0,China,Yes,Single,765.18,Website,1,0
110209,0,Orchard,October,May,12.0,May,14.0,Singapore,Yes,King,1354.98,Website,1,0
87377,1,Changi,March,September,8.0,September,9.0,China,Yes,King,,Email,1,2
26031,0,Orchard,April,August,23.0,August,27.0,Singapore,Yes,Queen,1040.95,Email,1,1
32989,1,Changi,April,September,20.0,September,22.0,China,No,Unknown,988.39,Email,1,1
24069,0,Changi,May,March,21.0,March,23.0,Indonesia,Yes,King,623.22,Email,2,2
73186,0,Changi,March,August,22.0,August,23.0,Malaysia,Yes,King,951.13,Agent,1,1
95649,0,Orchard,September,March,25.0,March,26.0,China,Yes,Single,532.75,Email,1,1
55717,1,Changi,January,May,19.0,May,21.0,China,Yes,King,833.9,Website,1,0
118318,1,Changi,March,August,29.0,August,30.0,China,Yes,Unknown,885.68,Website,2,1
57565,0,Orchard,August,October,11.0,October,12.0,Indonesia,Yes,Single,595.76,Email,1,1
43057,1,Changi,November,March,2.0,March,5.0,China,Yes,King,918.15,Website,1,2
87259,1,Changi,August,July,28.0,July,30.0,Australia,Yes,King,860.8,Email,2,1
3559,0,Orchard,February,February,18.0,February,19.0,Malaysia,Yes,King,1307.31,Phone,2,0
24412,0,Changi,May,May,2.0,May,3.0,Malaysia,Yes,Unknown,722.79,Phone,1,0
54423,0,Changi,December,July,25.0,July,27.0,Indonesia,Yes,King,720.12,Agent,2,0
56951,0,Orchard,December,December,27.0,December,29.0,Singapore,Yes,Unknown,465.05,Phone,1,1
41466,1,Orchard,January,April,25.0,April,26.0,India,Yes,Unknown,1048.03,Website,1,0
10713,0,Orchard,December,June,21.0,June,26.0,Indonesia,Yes,Unknown,1461.22,Website,2,1
53996,0,Orchard,September,March,2.0,March,4.0,Indonesia,Yes,Queen,732.74,Agent,2,1
3316,0,Changi,November,January,16.0,January,17.0,China,Yes,Single,,Phone,1,0
43317,1,Changi,September,April,4.0,April,5.0,China,Yes,Unknown,946.44,Website,2,2
93259,0,Changi,July,June,23.0,June,25.0,China,Yes,King,889.59,Website,1,1
5599,0,Changi,October,October,20.0,October,23.0,Indonesia,Yes,King,625.38,Email,2,2
101127,0,Orchard,August,October,20.0,October,22.0,Australia,Yes,Unknown,1349.55,Agent,2,0
95245,1,Changi,May,May,9.0,May,10.0,Malaysia,Yes,King,806.28,Agent,2,1
48351,0,Orchard,August,February,26.0,February,28.0,Indonesia,Yes,King,1233.65,Website,2,0
25663,0,Changi,March,May,15.0,May,17.0,Japan,Yes,King,,Website,2,2
20826,0,Orchard,November,January,9.0,January,10.0,China,No,King,1409.95,Email,2,2
10132,0,Changi,August,January,31.0,February,2.0,Indonesia,Yes,King,830.79,Website,1,0
8185,1,Changi,August,May,25.0,May,26.0,Malaysia,Yes,King,977.52,Agent,1,0
56314,1,Orchard,May,September,4.0,September,5.0,Indonesia,Yes,King,1370.16,Website,1,1
21153,0,Changi,June,June,30.0,July,2.0,India,Yes,King,807.84,Website,1,0
82966,1,Changi,September,April,29.0,April,30.0,China,Yes,Unknown,993.1,Agent,2,1
51605,0,Changi,January,March,27.0,March,29.0,China,Yes,Unknown,692.19,Agent,2,2
102339,0,Changi,April,December,17.0,December,19.0,Japan,Yes,King,710.33,Website,1,0
77666,0,Orchard,October,July,17.0,July,25.0,Singapore,Yes,Unknown,1409.86,Phone,1,2
28037,0,Changi,November,December,12.0,December,13.0,Indonesia,Yes,King,630.15,Agent,1,0
118070,0,Changi,March,December,19.0,December,20.0,India,Yes,Unknown,938.56,Email,2,0
77799,1,Changi,May,March,18.0,March,20.0,China,Yes,King,946.09,Website,2,2
95004,0,Changi,August,February,26.0,February,28.0,Indonesia,Yes,Single,382.35,Agent,1,0
95972,1,Changi,September,May,13.0,May,14.0,India,Yes,Single,,Agent,1,1
68578,0,Changi,March,November,20.0,November,22.0,China,Yes,King,618.64,Agent,2,2
20141,0,Changi,July,November,6.0,November,8.0,Indonesia,Yes,Unknown,726.94,Email,2,2
73638,1,Changi,May,October,17.0,October,18.0,China,Yes,Unknown,993.35,Email,2,0
84829,1,Changi,August,August,13.0,August,15.0,China,No,Unknown,603.26,Website,2,0
86288,0,Orchard,November,April,16.0,April,30.0,Japan,Yes,Unknown,1496.46,Email,1,0
76302,1,Changi,September,October,28.0,October,29.0,Japan,Yes,Single,473.07,Website,1,0
4348,0,Changi,May,June,26.0,June,28.0,India,Yes,Single,391.36,Website,2,1
82047,0,Orchard,January,March,19.0,March,21.0,Indonesia,Yes,Single,560.25,Website,1,1
74873,0,Changi,August,August,21.0,August,22.0,China,Yes,King,690.7,Website,2,1
109923,0,Orchard,December,August,15.0,August,17.0,China,Yes,Single,775.28,Website,1,0
44121,1,Changi,July,November,6.0,November,8.0,China,Yes,King,726.27,Website,1,1
69317,0,Changi,June,August,24.0,August,25.0,Singapore,Yes,King,,Phone,1,0
83867,0,Changi,April,January,12.0,January,13.0,India,Yes,Unknown,605.18,Agent,1,2
385,0,Orchard,October,April,21.0,April,23.0,Japan,Yes,Queen,963.99,Website,1,0
43835,1,Changi,April,October,29.0,October,30.0,Australia,Yes,Unknown,722.92,Email,2,0
21502,0,Changi,February,September,16.0,September,17.0,Japan,Yes,King,,Phone,2,2
55900,0,Changi,July,August,13.0,August,15.0,Australia,Yes,Single,,Agent,1,0
22325,0,Orchard,March,December,14.0,December,15.0,Australia,Yes,Unknown,797.98,Email,1,0
119222,0,Changi,May,June,28.0,June,29.0,China,No,King,679.51,Website,2,2
103294,0,Orchard,July,July,7.0,July,8.0,Australia,Yes,King,,Agent,2,0
4885,0,Changi,April,July,19.0,July,20.0,Indonesia,Yes,Queen,489.06,Website,2,1
41982,0,Orchard,January,July,22.0,July,23.0,Indonesia,Yes,King,1253.79,Email,1,2
55013,0,Orchard,November,August,30.0,September,1.0,China,Yes,Unknown,1289.39,Phone,1,2
51718,1,Changi,September,July,30.0,August,1.0,China,No,King,585.15,Phone,2,1
86616,1,Orchard,June,August,8.0,August,9.0,Indonesia,Yes,Queen,763.18,Website,2,1
76943,1,Changi,February,December,8.0,December,10.0,China,Yes,King,912.57,Website,2,0
63260,1,Changi,September,December,22.0,December,24.0,China,Yes,King,947.88,Website,2,2
29200,0,Changi,August,August,12.0,August,14.0,China,Yes,King,962.87,Agent,1,1
70961,1,Changi,June,January,22.0,January,24.0,India,Yes,King,,Website,2,1
26811,1,Changi,September,February,12.0,February,14.0,China,Yes,King,,Website,2,0
44421,1,Orchard,January,February,20.0,February,21.0,Indonesia,Yes,King,952.9,Phone,2,0
4096,0,Changi,October,March,13.0,March,15.0,Indonesia,Yes,King,650.51,Website,1,2
86715,0,Changi,January,August,6.0,August,7.0,China,Yes,King,848.11,Agent,1,1
35018,1,Orchard,August,April,11.0,April,13.0,China,Yes,Unknown,822.91,Agent,1,1
72939,0,Changi,February,November,6.0,November,8.0,Indonesia,Yes,Single,595.78,Website,1,1
34579,1,Changi,December,October,6.0,October,8.0,China,Yes,King,,Website,2,1
22769,1,Changi,January,August,22.0,August,23.0,Singapore,Yes,King,968.1,Website,1,2
6702,0,Changi,October,June,28.0,June,30.0,India,Yes,Single,381.86,Email,1,0
50716,0,Changi,October,October,13.0,October,14.0,India,Yes,King,,Email,1,0
78492,0,Orchard,July,June,26.0,June,27.0,Indonesia,Yes,Single,575.28,Email,1,0
27110,1,Changi,February,October,28.0,October,30.0,China,Yes,King,846.59,Website,1,2
86594,0,Changi,June,November,27.0,November,29.0,Japan,Yes,King,697.51,Website,2,0
89645,1,Changi,May,May,12.0,May,14.0,Malaysia,Yes,Single,,Website,1,1
86213,0,Orchard,August,August,28.0,August,30.0,Indonesia,Yes,King,,Email,1,2
99484,0,Changi,December,April,30.0,May,1.0,China,Yes,King,,Email,1,1
12975,1,Orchard,February,March,5.0,March,7.0,China,Yes,Unknown,712.25,Website,2,1
108967,1,Orchard,January,July,24.0,August,1.0,China,Yes,King,1045.2,Email,2,0
94969,0,Changi,June,June,1.0,June,4.0,India,Yes,Single,301.01,Website,1,0
108759,0,Orchard,August,December,30.0,January,2.0,China,Yes,King,1355.79,Website,1,0
22335,0,Changi,February,May,30.0,May,31.0,China,No,King,683.62,Website,1,1
55217,0,Orchard,March,April,12.0,April,14.0,China,Yes,King,,Website,2,2
98129,0,Changi,September,August,22.0,August,23.0,Australia,Yes,King,643.31,Email,1,2
100115,1,Changi,November,March,2.0,March,5.0,China,Yes,King,820.41,Email,2,2
32084,0,Orchard,September,March,24.0,March,27.0,China,Yes,King,894.27,Email,2,0
37864,0,Changi,January,February,26.0,February,28.0,Japan,Yes,Single,296.8,Website,1,1
16410,0,Changi,June,August,3.0,August,5.0,Singapore,Yes,King,,Phone,2,0
69789,1,Changi,October,May,5.0,May,6.0,China,Yes,Single,302.96,Email,1,0
48495,0,Orchard,December,February,5.0,February,6.0,India,Yes,King,1077.09,Website,1,2
35293,0,Changi,September,September,11.0,September,13.0,China,Yes,King,850.32,Website,1,1
2836,0,Changi,June,April,9.0,April,11.0,India,Yes,Single,510.05,Website,1,0
39250,1,Changi,March,June,23.0,June,24.0,China,Yes,King,928.86,Email,1,0
42760,1,Orchard,July,October,7.0,October,8.0,China,Yes,King,1040.35,Email,1,1
72978,0,Changi,February,April,4.0,April,9.0,Indonesia,Yes,King,629.33,Website,1,1
18020,0,Changi,July,May,6.0,May,8.0,Indonesia,Yes,King,696.67,Email,2,1
14976,1,Changi,September,May,15.0,May,16.0,China,Yes,King,962.66,Website,1,2
31251,0,Changi,January,April,24.0,April,25.0,China,Yes,Unknown,673.26,Website,1,0
92415,0,Changi,June,September,21.0,September,22.0,Malaysia,Yes,Unknown,605.04,Phone,2,1
22855,0,Changi,January,September,25.0,September,27.0,China,Yes,King,808.18,Phone,1,2
66295,0,Changi,July,April,3.0,April,4.0,India,Yes,King,588.35,Website,1,1
102356,1,Changi,August,July,18.0,July,19.0,Malaysia,Yes,King,695.03,Agent,1,0
92363,0,Changi,September,September,11.0,September,12.0,India,Yes,King,,Email,1,0
94592,0,Changi,November,April,19.0,April,20.0,Japan,Yes,King,593.79,Phone,2,2
28926,0,Changi,May,October,18.0,October,20.0,Indonesia,Yes,Unknown,682.1,Website,2,1
109505,0,Changi,February,July,4.0,July,5.0,Japan,Yes,Unknown,824.04,Agent,2,0
10336,0,Changi,May,June,5.0,June,6.0,Indonesia,Yes,Unknown,848.79,Email,1,2
18717,0,Changi,June,November,18.0,November,21.0,China,Yes,King,,Website,2,1
39320,1,Orchard,August,March,18.0,March,20.0,Australia,Yes,Unknown,526.4,Agent,1,1
107353,0,Changi,March,May,29.0,May,30.0,Indonesia,Yes,King,901.77,Website,2,1
95580,0,Changi,December,December,30.0,January,1.0,China,Yes,King,590.97,Website,1,2
36965,0,Orchard,December,December,14.0,December,15.0,China,Yes,King,958.64,Email,2,2
31147,1,Changi,July,June,10.0,June,12.0,China,Yes,King,649.39,Agent,1,2
108715,0,Orchard,November,June,13.0,June,15.0,Australia,Yes,King,,Email,1,2
77081,1,Changi,June,September,30.0,October,2.0,China,Yes,King,,Website,1,0
30356,1,Orchard,August,November,21.0,November,22.0,China,Yes,Unknown,742.08,Agent,1,0
44637,0,Orchard,September,July,1.0,July,15.0,Australia,No,Single,568.6,Website,1,0
64305,1,Changi,January,July,1.0,July,2.0,China,Yes,King,902.79,Website,1,2
80639,0,Changi,April,March,11.0,March,12.0,China,Yes,King,992.68,Email,2,2
35716,0,Changi,September,July,11.0,July,12.0,China,Yes,Single,,Website,1,0
116848,1,Orchard,April,November,19.0,November,22.0,China,Yes,Unknown,936.44,Website,1,0
43804,1,Changi,May,October,10.0,October,12.0,China,Yes,King,647.0,Website,2,1
33278,1,Changi,June,February,17.0,February,19.0,China,Yes,King,938.39,Website,1,2
101352,0,Changi,June,February,5.0,February,7.0,Japan,Yes,Unknown,586.83,Agent,1,1
30799,1,Changi,June,July,3.0,July,5.0,Australia,Yes,King,986.47,Website,1,0
41422,1,Changi,August,April,22.0,April,24.0,China,Yes,King,,Agent,2,2
105746,0,Changi,October,May,23.0,May,25.0,China,Yes,King,698.6,Phone,2,0
87526,0,Changi,August,October,30.0,November,1.0,Indonesia,Yes,King,723.1,Website,2,1
62538,0,Orchard,November,November,19.0,November,21.0,India,Yes,Queen,,Email,2,1
27628,0,Changi,August,May,31.0,June,2.0,India,Yes,King,716.2,Email,2,1
104729,1,Changi,May,February,12.0,February,14.0,Indonesia,Yes,King,713.15,Website,2,0
113093,1,Changi,January,February,28.0,March,2.0,China,Yes,King,624.06,Email,1,0
71057,1,Orchard,January,June,30.0,July,1.0,China,Yes,Single,522.37,Website,1,1
103185,0,Orchard,February,July,24.0,August,1.0,China,Yes,King,1455.47,Phone,2,0
93455,0,Orchard,November,October,21.0,October,24.0,China,Yes,King,1350.43,Website,1,2
97909,0,Changi,May,May,1.0,May,15.0,China,Yes,Queen,,Website,1,1
44061,1,Changi,August,October,26.0,October,27.0,China,Yes,King,905.28,Agent,2,1
66000,1,Orchard,September,April,22.0,April,24.0,China,Yes,Unknown,1204.81,Agent,1,0
34021,0,Changi,March,August,14.0,August,15.0,India,Yes,King,930.74,Website,2,0
25383,0,Changi,December,April,20.0,April,21.0,Indonesia,No,King,849.8,Website,1,1
55392,1,Orchard,November,April,18.0,April,19.0,China,Yes,King,,Phone,2,0
9083,0,Changi,September,May,5.0,May,7.0,Japan,Yes,King,626.52,Website,2,2
110877,1,Changi,October,May,18.0,May,21.0,China,Yes,King,696.6,Website,1,2
61494,0,Changi,March,May,4.0,May,5.0,Indonesia,Yes,Single,565.37,Agent,1,0
108398,1,Changi,March,January,16.0,January,17.0,Singapore,Yes,Unknown,551.86,Website,1,0
48282,1,Orchard,November,June,2.0,June,16.0,India,Yes,Unknown,840.68,Agent,1,1
100099,1,Orchard,March,October,9.0,October,10.0,Indonesia,Yes,King,1363.44,Website,1,1
4744,1,Changi,April,September,5.0,September,6.0,China,Yes,King,718.93,Agent,2,0
5659,1,Changi,November,February,1.0,February,3.0,Australia,Yes,King,813.52,Website,1,2
38825,1,Changi,December,November,20.0,November,22.0,Indonesia,Yes,King,859.69,Agent,2,0
